,img_path,label,height_brick,height_plate,height_other,shape_corner,shape_round,shape_square,short_1,short_2,short_4,short_6,short_8,long_1,long_2,long_3,long_4,long_6,long_8,long_10,long_12,row_col_ratio,row_col_PCA_0,row_col_PCA_1,row_col_PCA_2,row_col_PCA_3,row_col_PCA_4,row_col_PCA_5,row_col_PCA_6,row_col_PCA_7,row_col_PCA_8,row_col_PCA_9,row_col_PCA_10,row_col_PCA_11,row_col_PCA_12,row_col_PCA_13,row_col_PCA_14,row_col_PCA_15,row_col_PCA_16,row_col_PCA_17,row_col_PCA_18,row_col_PCA_19,row_col_PCA_20,row_col_PCA_21,row_col_PCA_22,row_col_PCA_23,row_col_PCA_24,row_col_PCA_25,row_col_PCA_26,row_col_PCA_27,row_col_PCA_28,row_col_PCA_29,row_col_PCA_30,row_col_PCA_31,row_col_PCA_32,row_col_PCA_33,row_col_PCA_34,row_col_PCA_35,row_col_PCA_36,row_col_PCA_37,row_col_PCA_38,row_col_PCA_39,row_col_PCA_40,row_col_PCA_41,row_col_PCA_42,row_col_PCA_43,row_col_PCA_44,row_col_PCA_45,row_col_PCA_46,row_col_PCA_47,row_col_PCA_48,row_col_PCA_49
10,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x6/2. lego-bright-green-plate-2-x-6-3795-2-735504-41.jpg,plate_2x6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2978303747534517,2.656414778584895,0.988702646067618,0.9183972539006797,0.15434208093206273,-0.8997694778609737,-2.0649101721939784,-1.9854787787995531,-0.019816803132575257,0.7476739223958775,1.1656343163322604,0.6920973346870487,-1.159032410716462,-0.4636405963750268,-0.0036168297602607357,0.8884409820513909,3.919012464935534e-05,-0.532282541018083,0.061797266873698145,0.35191381063140825,-0.08855331324708604,-0.8982251434286277,0.09214449563876245,0.02360636093199006,0.6872111083814201,-1.139706594351653,1.1799100606998374,0.6558854283532184,-0.19537032724129516,1.104623726862599,0.9884030312268652,-0.8910443944217668,-1.3114279474100257,-0.43876398937406563,-0.23513961230603245,-0.040710210931657255,0.7430665887873728,-1.064626769601869,0.38256006078722277,-0.37928984063972837,1.4270482715489126,-0.6218298890037256,0.3499014670259562,-0.4530474758977635,-0.674588442839509,-1.6648578353106034,-0.5449391905564183,-0.5504275590489748,1.6926153131973687,0.4062954331232614,-1.2428458762628611
11,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x6/31. lego-spare-parts-plates-2x6-green.jpg,plate_2x6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.918854415274463,-0.24945937790742173,-1.0910023042235353,0.6510095262981188,0.39076283408615603,-0.14551689321077502,-0.8483057268500885,1.1517189117557545,0.13621477688184208,0.013485328960775436,-0.02923732771533905,-0.4511629670952743,-0.10451688651757178,-0.4208813373022134,-0.08309359460134318,0.0721856615738233,-0.29944701034473764,0.26972773179482856,0.46245790506779644,-0.39203792519092673,0.4295889241252987,0.430848025687451,-0.28140821816903094,-0.37332310511950384,0.027484256822506443,0.16226320049715673,-0.08863925963085449,-0.5990768649083025,0.07760922854224331,-0.46538166011292464,-0.5947464265778952,-0.46106216875757633,-0.3829112459792215,0.5540769943799791,0.17279783336521418,-0.06292290189559335,0.07191157429816337,0.17764972171302082,-0.7209517560837579,-0.4557767584412013,1.1733423893592603,-0.1837506607143065,0.7612051694429777,-0.33766292667433545,0.33061797899505657,0.11764230496791855,0.14955170210246488,-0.14150049779950102,-0.037987802810454586,-0.5567820138846609,0.1532642002270755
12,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x6/47. lego-3200126-32001-1x-black-2x6-plate-with-holes_1.jpg,plate_2x6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8373493975903614,-0.7422261984257503,0.07446823337537639,0.2543290090636232,0.16536500056895592,-0.5759216613226457,0.45109538507063823,-0.35595382364678746,-0.346900968277234,-1.1413021546160858,-0.4869204980247402,-0.40683431603808295,1.181693469989937,-0.27060370480097823,0.13618646902292703,0.8605658257707592,0.9643564578164412,-1.4982397022792382,-0.6703348883299607,-0.9466622307495832,0.19709375459900702,-0.7500137798774774,0.45316463910340005,0.4269377505797702,0.5209464949034599,0.26580030285452666,-1.1628679263182307,-0.18837260526932856,-0.524726109994978,0.863852478720891,-0.39300528224536285,-1.3496596909838845,-0.16939219957976806,0.4026948347529193,-0.0018655740944404653,1.0038226767623093,-0.4611400250383662,0.09203107015646889,-0.6552667644082989,0.3565241026773475,1.211581304667418,0.41503378527720164,-0.32291858976162474,-0.6690261515094056,0.34327056921978416,0.09330739061189935,0.13354766303282253,0.6851187888030972,0.3410977880004263,0.016400279567793375,-0.1714774831311648
13,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x6/19. s-l640.jpg,plate_2x6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7361419068736141,0.09182644265120093,-0.12702326901759292,-0.829767184008918,0.23741853173403774,-0.794944334228014,0.11024293538231186,0.4057308635325746,-0.23014640122203336,-0.11054807178301178,0.5020971042977522,0.33184416711121395,-0.4342590018485249,1.054492468604212,0.00839219469765358,-0.7499827529393581,0.33633097044002314,0.6885790793560147,0.06824356924986938,-0.10345038042833057,0.6041018440880346,-0.7828812683493641,-0.49843260169606507,0.5202425294609438,-0.257337958134985,0.36495212297324514,0.161711619070498,1.0831344156050118,1.1875742229592134,-0.5195942325826417,-0.4154248376801879,0.07359329253492343,-0.368484660818763,0.26671311004359993,0.6970565891688222,-0.23717699283032592,-0.12186633800815412,0.5812723902774516,-0.6799786445973715,0.5095124728682625,-0.8039117577974552,0.04522481472816092,-1.1856371178856009,-0.29571167574113927,0.3002939470358553,0.02388166641489302,-0.4220929822703994,-0.05789972431400391,0.08499241104380081,-0.6766358192788645,0.6183941168822134
14,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x6/32. dark-bluish-gray-plate-2x6.png,plate_2x6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9649805447470817,-0.4016158835287686,1.263045104999371,0.7575790136512736,-0.6943731940671832,0.8284636692972828,-0.15982097641627008,0.6715499195632276,0.10808638885321535,1.6661618314425317,0.49492309016088104,-0.5974897778129915,-0.7895104985626044,1.3133983826500633,-0.7687945058406804,0.2758985280470693,0.366524186036204,0.3930465119087886,0.761004343727416,0.2009647724163078,0.8951184079581113,0.6156148563091992,-2.2390462943437313,0.2552399498906433,-1.269477532551781,0.7132786096972537,0.7724296353732267,1.5777383422314437,0.43658005082972473,-1.6370572363135976,0.23289968058875518,0.5001296342159327,-0.14460881673580353,-0.473099590608674,-0.4685460498030933,-0.6314171345085619,1.3991104387979727,-0.14666441276613423,0.4045713237470193,1.3976791400773847,-0.9648573619372416,1.0531336651757623,0.4256881009273753,-0.014871720425615034,0.38406689214223183,1.8545971494314757,-1.2436396553690923,-1.3256633101930284,-0.34894168475797244,-1.526678078557338,-0.4172255631329334
15,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/5. lego_plate_2_x_4__3020__lego-red-plate-2-x-4-3020-30-80025-81.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9974937343358395,-0.6488339054821375,-1.1823223174367623,1.1940400757973715,-0.1777074209925999,-0.5804282062424386,-0.5677005584408624,1.591672749774285,0.7639752465315125,0.6265753710208786,0.2905359526420266,-1.220123417433944,0.7234349983758243,-0.5645020484362658,-0.6941720100342003,-0.5160387437700045,-0.11947878816627286,0.4277725716040813,0.6508675831793826,0.5314316751645317,-0.9979644055090863,-0.419335782840717,0.2683741145603725,0.40242470443064576,-0.7135087690050732,-0.009598404775116927,0.8464260388380245,-0.4343372735196857,0.8752494425014753,-0.09771107828428786,-0.3554185544092191,0.25086487286380144,0.47393411076980313,0.5131655218111748,1.0577883439242854,-1.306810725127912,-0.35306832213189704,0.38956803367266124,0.2717082901955674,0.9158980528317143,-0.10292929818356013,0.126540434310832,-0.0345463988595348,0.3527802234759995,-0.7499619396436901,-0.5692765153513971,0.8860906216553291,-0.6666285738128656,-0.017313961080434495,-1.0481052161344868,-0.9583200205429231
16,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/2. latest?cb=20100924160449.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7484276729559748,0.4030216141450556,-0.3174533304829239,-0.6821207135285533,0.3307941354042265,-0.6138711565861891,-0.22316652166644774,-0.43104182036008976,0.005968082818800283,-1.143713389636646,1.029223002754886,1.1585146631691947,0.038527654125245836,-0.594387718744722,-0.25031312302388325,-0.5904256632443217,0.10087652218546737,-0.21506049240842712,-0.974162646367741,-0.18350970232905273,-0.2979241881705027,-0.6257998411833249,-0.17235018114702993,-0.20662281349108225,-0.1392871868596596,-0.020874578359113403,-0.1666232039464427,-1.0424543346390882,0.959579684146723,-0.058679575482899544,0.5210758568603446,1.0454886730739268,-0.1916459186635803,-0.7816896243249151,-0.05285609548155847,-1.3525599729087288,0.9469197305863652,-0.4765187672571892,-0.9279802430261651,2.115587610247481,-0.22698601711815677,-2.1133604988219816,-0.13395193956040674,-1.1942043526765886,-0.12284428333488953,-2.5500393342481047,-0.64847312437542,0.6094462109898694,-0.31142228195337424,2.2554799639257843,-0.032072586922825344
17,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/32. b755e8a757ca66d7fe808f021d96cc8f.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9057471264367816,0.12716145306221213,-0.48112204439055267,0.14807345808127362,0.23661991850564615,-0.1384232260767761,-0.8175281090518515,-0.005288677738979796,0.05764947241393776,-0.6635833993207937,0.7944688245365383,0.18731293739142174,0.6149729044690275,-0.07316775562490578,-0.39314695552087986,-0.17477495970966578,-0.13312284781577735,0.03343362243540422,0.012164006153341112,0.320522496236448,-0.25721111230291477,0.006160773058008492,0.2056891425442789,0.11481958772469582,0.2722410407843444,-0.175330936915368,0.4916883619135525,-0.06068904835413945,0.38115932490827387,-0.5903115084528635,-0.44227574099454414,-0.7556500004200569,-0.061988637243223205,0.15466384272667566,-0.05576276086230552,-0.13663774627620537,0.5328106538437183,-0.21379471153843307,-0.10202683697128241,0.45304787161358456,0.119768584630845,-0.970733876970522,-0.41241664904428377,0.719002759633521,-0.2746992911663097,-0.32854875749901846,-0.2144796532245112,0.30005064578773033,0.13996495663911612,-0.9287128803788507,-0.578582773874005
18,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/1. 4158360.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9849624060150376,0.016120001841283683,-0.4801767533976201,0.04848946076246769,0.26852063216999744,-0.29875976475151883,-1.047630758342308,0.0032477153161336453,-0.024104022621582514,-0.9983955696448977,1.2859444355416312,0.7562648438132986,0.8585519941663226,-0.2812403297067512,-0.5621790211175527,-0.7482429752029163,-0.00986524526358199,-0.4961643860468992,0.30897769739716496,-0.22658405911273474,-0.33379869946393415,-0.17003776175420518,-0.43840813857908884,-0.27598609788241263,-0.8106603140367751,0.16861594256392298,0.24808262333165398,0.3448295013078765,0.4537238651575712,0.08184690294795569,-0.09386320085553396,0.8385314376690186,-0.49201614599101406,-0.2448999151976475,-0.193731166614924,-0.45231262965331065,0.08212148885604469,-0.1318178653180037,-0.3974788663378727,0.4384961912796091,-1.8772654829411746,-1.3465886567869838,1.5460965787169303,-0.7765025586217033,-2.209220156093234,-1.204574010803944,-0.7479235351836553,-0.22145535253429752,-1.0256291733325595,0.5719686390087001,1.8570133045935397
19,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/24. lego-302026-3020-job-lot-4x-black-2x4-plate_3.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9339622641509434,-0.8513281523459433,-0.28880410999511796,1.291447099161222,0.46782620513953355,-0.9026905285128078,0.3701592490027756,-0.2056509974542559,-2.0857628879744112,-1.489581093043485,-0.1957020368094909,0.6499492712672472,1.6287894397140605,-0.06176823494443374,-0.792708911192218,2.819545061909527,0.4550654214088202,-2.5099941281448737,0.8649943480556431,-0.633906438613117,0.48177797345656403,-1.1548641392175614,1.175822548014545,-1.2876940402954047,1.1037306537999017,-0.5604386720617307,0.6849504461304636,-1.6159892572495977,-0.5891491018726986,0.33399021963082365,-0.1267337086026062,-0.6472481353306601,-1.577174227768018,-0.9805367057282565,0.2661682753777206,0.575073031481742,1.402256685056381,-0.6005497881537519,0.39788765756855177,-0.6513604475422242,-0.6083052870308149,-0.5892695073202867,-0.919617315979876,0.3901128608564861,-0.06360533657123142,0.6188253129622866,-0.7784199396729563,1.0100146119263147,0.2501858448637922,-1.0688138736828081,-0.4477417859001851
20,/home/sean/Desktop/lego_images_bounding_labeled/plate_2x4/8. lego-302023-3020-job-lot-4x-bright-blue-2x4-plate_2.jpg,plate_2x4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9554317548746518,-0.2683762598890201,-0.4264702576670056,3.006785209193605,-0.475169425946128,-0.30574544671439424,0.9674286230572194,-0.09437171171357031,-0.12071338351057033,-2.68843612026976,-0.4694041437369648,-0.07402349386568466,3.0557887028236728,2.220863006826032,-0.9419540988584277,1.9204257739230393,1.4523201390221412,-2.8706211425742243,-0.9892918313055356,-0.6484277940625693,0.8411784745307614,-1.7424710518455107,0.8289482234002262,1.6224924374295426,0.6019407978284711,0.7742588226548586,-1.3571164784202994,0.24412014931533318,-1.315292498962923,0.9317923290050604,-1.4378432719908198,-1.3901377945034186,-0.22764232639838283,0.5727484919492644,-1.8552735070181752,0.5895102886481176,-0.9042807543030758,-0.44434498321957006,-0.39099797964236777,1.4463436987964013,1.5071444247200334,-0.09566677023597278,-1.8222163008982906,-1.254308005822796,0.30787137202076525,0.35727675975934414,-1.0990030428682898,1.8187238778483215,-0.5539260987572693,1.7598325810391036,1.0069873225044679
